Cod_Febraban,Seg_Febraban,Nome_Convênio,CNPJ,Grade,Descricao_Conv,
0723,2,JAGUARIUNA-AGUA,46410866000171,"Estendida, até 23:59",SANEAMENTO,
0725,2,SAMOTRACIA,2750923000196,"Estendida, até 23:59",SANEAMENTO,
0739,2,SAEMAS-SERTAOZINHO,7750478000188,"Estendida, até 23:59",SANEAMENTO,
0751,2,PMCASIMIROABREUAGUA,29115458000178,"Estendida, até 23:59",SANEAMENTO,
0762,2,AGUAS DE PRIMAVERA,4042374000120,"Restrita, até 20:45",SANEAMENTO,
0766,2,AGUAS COLIDER,4942630000136,"Estendida, até 23:59",SANEAMENTO,
0771,2,SAAE APARECIDA,43672880000155,"Estendida, até 23:59",SANEAMENTO,
0785,2,A.NORTELANDIA,5009323000160,"Estendida, até 23:59",SANEAMENTO,
0793,2,SAAE PARAISOPOLIS,5114647000168,"Estendida, até 23:59",SANEAMENTO,
0798,2,CORSAN,92802784000190,"Estendida, até 23:59",SANEAMENTO,
0802,2,AGUAS ALTA FLORESTA,5162509000154,"Estendida, até 23:59",SANEAMENTO,
0834,2,SANTA ADELIA-AGUA,46599270000161,"Estendida, até 23:59",SANEAMENTO,
0845,2,SEMASA ITAJAI,5472936000139,"Estendida, até 23:59",SANEAMENTO,
0847,2,SAMA,5380441000180,"Estendida, até 23:59",SANEAMENTO,
0849,2,PM DESCALVADO-SEMARH,46732442000123,"Estendida, até 23:59",SANEAMENTO,
0855,2,SAAE TOMBOS,5314055000190,"Estendida, até 23:59",SANEAMENTO,
0867,2,DAE QUERENCIA,37465002000166,"Estendida, até 23:59",SANEAMENTO,
0870,2,A.MARCELANDIA,5849891000179,"Estendida, até 23:59",SANEAMENTO,
0887,2,SAN PEDRA PRETA,6077568000197,"Estendida, até 23:59",SANEAMENTO,
0907,2,SEMAE RIO QUENTE,24852675000127,"Estendida, até 23:59",SANEAMENTO,
0908,2,AGUAS DE VERA,6200062000123,"Estendida, até 23:59",SANEAMENTO,
0911,2,SANEFRAI,6017932000123,"Estendida, até 23:59",SANEAMENTO,
0919,2,SAAE CRAVINHOS,45228400000197,"Estendida, até 23:59",SANEAMENTO,
0950,2,PM CONCHAL,45331188000199,"Estendida, até 23:59",SANEAMENTO,
0961,2,AGUAS DE JOINVILLE,7226794000155,"Estendida, até 23:59",SANEAMENTO,
1007,2,AMAE-CACH MACACU,7754024000185,"Estendida, até 23:59",SANEAMENTO,
1011,2,PORTO INDIV ADM AGUA,3527472000195,"Estendida, até 23:59",SANEAMENTO,
1025,2,PM Tabatinga (SP) - água,71989685000199,"Estendida, até 23:59",SANEAMENTO,
1027,2,EMASA BALN CAMBORIU,7854402000100,"Estendida, até 23:59",SANEAMENTO,
1034,2,SAEAN ARTUR NOGUEIRA,5002419000104,"Estendida, até 23:59",SANEAMENTO,
1045,2,PM CAFELANDIA,46186375000199,"Estendida, até 23:59",SANEAMENTO,
1066,2,SAAE MARIANA,7711512000105,"Estendida, até 23:59",SANEAMENTO,
1072,2,SAEMBA BARIRI,2310729000190,"Estendida, até 23:59",SANEAMENTO,
1085,2,AGUAS GUARAMIRIM,83102475000116,"Estendida, até 23:59",SANEAMENTO,
1098,2,SAMAE PALHOCA,82892316000108,"Estendida, até 23:59",SANEAMENTO,
1100,2,CORSAN-PAC,92802784000190,"Estendida, até 23:59",SANEAMENTO,
1103,2,AGUAS COMODORO,9104947000117,"Estendida, até 23:59",SANEAMENTO,
1106,2,AGUAS N PROGRESSO,6332710000103,"Estendida, até 23:59",SANEAMENTO,
1116,2,COPANOR,9104426000160,"Estendida, até 23:59",SANEAMENTO,
1119,2,ESAP PALESTINA,9137694000188,"Estendida, até 23:59",SANEAMENTO,
1128,2,COMUSA,9509569000151,"Estendida, até 23:59",SANEAMENTO,
1138,2,AGUAS DE POCONE,10177120000112,"Estendida, até 23:59",SANEAMENTO,
1145,2,AGUAS DE SAO JOSE,9607725000117,"Estendida, até 23:59",SANEAMENTO,
1146,2,PM M ALEGRE AGUA,18431155000148,"Estendida, até 23:59",SANEAMENTO,
1148,2,CASAN,82508433000117,"Estendida, até 23:59",SANEAMENTO,
1202,2,DEST ENTRE RIOS-AGUA,20356762000132,"Estendida, até 23:59",SANEAMENTO,
1207,2,FOZ DO JAGUARIBE,8529701000124,"Estendida, até 23:59",SANEAMENTO,
1231,2,SEMAE OURO PRETO,18295295000136,"Estendida, até 23:59",SANEAMENTO,
1253,2,AGUAS DE PIQUETE,11714640000180,"Estendida, até 23:59",SANEAMENTO,
1263,2,BRK STA GERTRUDES,12324465000187,"Estendida, até 23:59",SANEAMENTO,
1264,2,SAN MAIRINQUE,12323568000122,"Estendida, até 23:59",SANEAMENTO,
1266,2,SAAE ITUVERAVA,46709309000156,"Estendida, até 23:59",SANEAMENTO,
1270,2,AGUAS ANDRADINA,12584063000111,"Estendida, até 23:59",SANEAMENTO,
1280,2,AGUAS DE CASTILHO,12849536000165,"Estendida, até 23:59",SANEAMENTO,
1295,2,AGUAS DE PALHOCA,82892316000108,"Estendida, até 23:59",SANEAMENTO,
1304,2,SAMAE BLUMENAU,83779462000186,"Estendida, até 23:59",SANEAMENTO,
1310,2,BRK URUGUAIANA,13015402000101,"Estendida, até 23:59",SANEAMENTO,
1318,2,BRK PORTO FERREIRA,14001255000183,"Estendida, até 23:59",SANEAMENTO,
1329,2,CAB CUIABA,14995581000153,"Estendida, até 23:59",SANEAMENTO,
1330,2,TUBARAO SANEAMENTO,15012434000189,"Estendida, até 23:59",SANEAMENTO,
1333,2,FOZ ZONA OESTE,14863079000199,"Estendida, até 23:59",SANEAMENTO,
1341,2,ATS AG TOCANTINENSE,11996434000100,"Estendida, até 23:59",SANEAMENTO,
1346,2,BRK ARAGUAIA,16876276000178,"Estendida, até 23:59",SANEAMENTO,
1347,2,ITAPOA SANEAMENTO,16920256000157,"Estendida, até 23:59",SANEAMENTO,
1349,2,BRK MACAE,17002138000122,"Estendida, até 23:59",SANEAMENTO,
1358,2,A.PORTO ESPERIDIAO,17490437000153,"Estendida, até 23:59",SANEAMENTO,
1365,2,SAEMA MARIALVA,12605449000162,"Estendida, até 23:59",SANEAMENTO,
1379,2,BRK GOIAS,18123402000149,"Estendida, até 23:59",SANEAMENTO,
1387,2,AGUAS DE MATAO,19190721000130,"Restrita, até 20:45",SANEAMENTO,
1388,2,AGUAS DE CONFRESA,19310815000103,"Estendida, até 23:59",SANEAMENTO,
1389,2,SAAE SOLEDADE MINAS,19528940000186,"Estendida, até 23:59",SANEAMENTO,
1393,2,AGUAS SAO FRANCISCO,19161754000151,"Restrita, até 20:45",SANEAMENTO,
1413,2,AGUAS BARRA GARCA,4067063000116,"Restrita, até 20:45",SANEAMENTO,
1422,2,AGUAS DE SINOP,20930953000166,"Restrita, até 20:45",SANEAMENTO,
1426,2,AGUAS S FRANCISO SUL,21180700000185,"Restrita, até 20:45",SANEAMENTO,
1429,2,BRK MARANHAO,21480265000104,"Estendida, até 23:59",SANEAMENTO,
1432,2,AGUAS PARANATINGA,20978996000111,"Estendida, até 23:59",SANEAMENTO,
1436,2,BRK SUMARE,21480839000144,"Estendida, até 23:59",SANEAMENTO,
1443,2,AGUAS DE TIMON,21716748000165,"Restrita, até 20:45",SANEAMENTO,
1447,2,SANESALTO,2724983000134,"Estendida, até 23:59",SANEAMENTO,
1459,2,AGUAS DE MERITI,2606662000135,"Estendida, até 23:59",SANEAMENTO,
1462,2,AGUA DE HOLAMBRA,23122984000189,"Estendida, até 23:59",SANEAMENTO,
1466,2,AGUAS DE PENHA,23486042000180,"Restrita, até 20:45",SANEAMENTO,
1472,2,PM IPIACU-AGUA,18457259000121,"Estendida, até 23:59",SANEAMENTO,
1473,2,AGUAS CAMBORIU,23397533000154,"Restrita, até 20:45",SANEAMENTO,
1476,2,AGUAS DO PANTANAL,22794608000178,"Estendida, até 23:59",SANEAMENTO,
1491,2,A.ROLIM MOURA,24095290000162,"Restrita, até 20:45",SANEAMENTO,
1493,2,AGUAS DE ARIQUEMES,24565225000153,"Restrita, até 20:45",SANEAMENTO,
1494,2,EPPO AGUAS,1059631000149,"Estendida, até 23:59",SANEAMENTO,
1499,2,AGUAS DE BOMBINHAS,26025075000110,"Restrita, até 20:45",SANEAMENTO,
1507,2,AGUA PM SJV RIO PRET,32001836000105,"Estendida, até 23:59",SANEAMENTO,
1508,2,AGUA PM PONTAL,45352267000186,"Estendida, até 23:59",SANEAMENTO,
1520,2,CIS ITUANA,26938926000116,"Estendida, até 23:59",SANEAMENTO,
1535,2,AGUAS TERESINA,27157474000106,"Restrita, até 20:45",SANEAMENTO,
1537,2,ITEBRA,367185000177,"Estendida, até 23:59",SANEAMENTO,
1550,2,EMBASA,13504675000110,"Estendida, até 23:59",SANEAMENTO,
1551,2,EMBASA,13504675000110,"Estendida, até 23:59",SANEAMENTO,
1585,2,PM PITANGUEIRAS,45370707000128,"Estendida, até 23:59",SANEAMENTO,
1612,2,VISAN VIDEIRA SANEAM,30753960000193,"Estendida, até 23:59",SANEAMENTO,
1619,2,BRK CACADOR,31444659000160,"Estendida, até 23:59",SANEAMENTO,
1645,2,PM JECEABA AGUA,20356739000148,"Estendida, até 23:59",SANEAMENTO,
1655,2,ANE AGUAS DO NORDEST,34681704000199,"Estendida, até 23:59",SANEAMENTO,
1671,2,BRK MACEIO,39580673000101,"Estendida, até 23:59",SANEAMENTO,
1698,2,AGUAS DO RIO,42310775000103,"Estendida, até 23:59",SANEAMENTO,
1699,2,AGUAS DO RIO,42644220000106,"Estendida, até 23:59",SANEAMENTO,
1703,2,SAMAE IMBITUBA,31049535000180,"Estendida, até 23:59",SANEAMENTO,
1712,2,IGUA RIO DE JANEIRO,42353180000135,"Estendida, até 23:59",SANEAMENTO,
1713,2,IGUA RIO DE JANEIRO,42353180000216,"Estendida, até 23:59",SANEAMENTO,
1714,2,IGUA RIO DE JANEIRO,42353180000305,"Estendida, até 23:59",SANEAMENTO,
1725,2,AMBIENTAL CRATO,45898856000164,"Estendida, até 23:59",SANEAMENTO,
1728,2,VERDE AMB AL,44992350000157,"Estendida, até 23:59",SANEAMENTO,
1733,2,AGUAS IPAMERI,43547497000175,"Estendida, até 23:59",SANEAMENTO,
1741,2,EPAC SANEAMENTO BASI,7487303000120,"Estendida, até 23:59",SANEAMENTO,
3127,2,BRK MAUA,5380441000180,"Estendida, até 23:59",SANEAMENTO,
3847,2,BRK MAUA,5380441000180,"Estendida, até 23:59",SANEAMENTO,
4733,2,SABESP OLIMPIA,52059323000154,"Estendida, até 23:59",SANEAMENTO,
4740,2,SAAE Leopoldo de Bulhões (GO),44621400000190,"Estendida, até 23:59",SANEAMENTO,
4745,2,PREF MUN BIRIGUI - CONTA DE AGUA,46151718000180,"Estendida, até 23:59",SANEAMENTO,
4750,2,ÁGUAS DE GOVERNADOR VALADARES,53667104000110,"Estendida, até 23:59",SANEAMENTO,
0326,2,SAAE CORUMBÁ DE GOIÁS,2033679000140,"Estendida, até 23:59",SANEAMENTO,
4766,2,RIC AMBIENTAL ÁGUA E ESGOTO DE MARÍLIA S.A.,57.087.515/0001-98,"Estendida, até 23:59",SANEAMENTO,
4762,2,OURINHOS SANEAMENTO,55.474.939/0001-80,"Estendida, até 23:59",SANEAMENTO,
4769,2,ÁGUAS DE PALHOÇA,57.341.135/0001-38,"Estendida, até 23:59",SANEAMENTO,
1703,2,SAMAE IMBITUBA,31.049.535/0001-80,"Estendida, até 23:59",SANEAMENTO,
0002,4,BRASIL TELECOM-RS,76535764000224,"Estendida, até 23:59",TELECOMUNICACOES,
0004,4,ALGAR TELECOM,71208516000174,"Estendida, até 23:59",TELECOMUNICACOES,
0005,4,BRASIL TELECOM-PELOT,76535764033076,"Estendida, até 23:59",TELECOMUNICACOES,
0006,4,EMBRATEL,40432544000147,"Estendida, até 23:59",TELECOMUNICACOES,
0007,4,SERCOMTEL,1371416000189,"Restrita, até 20:45",TELECOMUNICACOES,
0011,4,BRASIL TELECOM-AC,76535764032770,"Estendida, até 23:59",TELECOMUNICACOES,
0014,4,BRASIL TELECOM-DF,76535764032690,"Estendida, até 23:59",TELECOMUNICACOES,
0016,4,BRASIL TELECOM-GO,76535764032851,"Estendida, até 23:59",TELECOMUNICACOES,
0017,4,BRASIL TELECOM-MT,76535764032932,"Estendida, até 23:59",TELECOMUNICACOES,
0019,4,BRASIL TELECOM-MS,76535764032428,"Estendida, até 23:59",TELECOMUNICACOES,
0020,4,BRASIL TELECOM-PR,76535764032185,"Estendida, até 23:59",TELECOMUNICACOES,
0024,4,OI S.A.,76535764000143,"Estendida, até 23:59",TELECOMUNICACOES,
0026,4,BRASIL TELECOM-RO,76535764032347,"Estendida, até 23:59",TELECOMUNICACOES,
0027,4,BRASIL TELECOM-SC,76535764032266,"Estendida, até 23:59",TELECOMUNICACOES,
0029,4,TELEFONICA SP,2558157000162,"Estendida, até 23:59",TELECOMUNICACOES,
0041,4,VIVO-BA,2558157000162,"Estendida, até 23:59",TELECOMUNICACOES,
0042,4,VIVO-SE,2558157000162,"Estendida, até 23:59",TELECOMUNICACOES,
0044,4,VIVO-GO,2558157000162,"Estendida, até 23:59",TELECOMUNICACOES,
0047,4,VIVO-DF,2558157000162,"Estendida, até 23:59",TELECOMUNICACOES,
0048,4,VIVO-RJ,2558157000162,"Estendida, até 23:59",TELECOMUNICACOES,
0049,4,VIVO-MS,2558157000162,"Estendida, até 23:59",TELECOMUNICACOES,
0053,4,VIVO-AC,2558157000162,"Estendida, até 23:59",TELECOMUNICACOES,
0055,4,VIVO-MT,2558157000162,"Estendida, até 23:59",TELECOMUNICACOES,
0058,4,VIVO-RO,2558157000162,"Estendida, até 23:59",TELECOMUNICACOES,
0060,4,VIVO-ES,2558157000162,"Estendida, até 23:59",TELECOMUNICACOES,
0064,4,VIVO-MG,2558157000162,"Estendida, até 23:59",TELECOMUNICACOES,
0069,4,VIVO-PR/SC,2558157000162,"Estendida, até 23:59",TELECOMUNICACOES,
0071,4,CLARO FI0O SA,40432544000147,"Estendida, até 23:59",TELECOMUNICACOES,
0072,4,VIVO-PA,2558157000162,"Estendida, até 23:59",TELECOMUNICACOES,
0073,4,VIVO-AM,2558157000162,"Estendida, até 23:59",TELECOMUNICACOES,
0074,4,VIVO-MA,2558157000162,"Estendida, até 23:59",TELECOMUNICACOES,
0075,4,VIVO-RR,2558157000162,"Estendida, até 23:59",TELECOMUNICACOES,
0076,4,VIVO-AP,2558157000162,"Estendida, até 23:59",TELECOMUNICACOES,
0077,4,TIM S/A,2421421000111,"Estendida, até 23:59",TELECOMUNICACOES,
0078,4,CLARO FI0O SP,40432544000147,"Estendida, até 23:59",TELECOMUNICACOES,
0079,4,VIVO-RS,2558157000162,"Estendida, até 23:59",TELECOMUNICACOES,
0080,4,VIVO-SP,2558157000162,"Estendida, até 23:59",TELECOMUNICACOES,
0081,4,VIVO-TO,2558157000162,"Estendida, até 23:59",TELECOMUNICACOES,
0082,4,VIVO FI0O NAC 13 DIG,2558157000162,"Estendida, até 23:59",TELECOMUNICACOES,
0089,4,NE0TEL,66970229000167,"Estendida, até 23:59",TELECOMUNICACOES,
0109,4,TIM CELULAR SA,2421421000111,"Estendida, até 23:59",TELECOMUNICACOES,
0113,4,OI S.A. MOVEL,76535764000143,"Estendida, até 23:59",TELECOMUNICACOES,
0120,4,TRANSIT DO BRASIL,2868267000120,"Estendida, até 23:59",TELECOMUNICACOES,
0125,4,CLARO FI0O SP CORP,40432544000147,"Estendida, até 23:59",TELECOMUNICACOES,
0126,4,ARO FI0O SA CORP,40432544000147,"Estendida, até 23:59",TELECOMUNICACOES,
0155,4,BRASIL TELEC CEL-RS,5423963000545,"Estendida, até 23:59",TELECOMUNICACOES,
0158,4,CLARO S.A.,40432544000147,"Estendida, até 23:59",TELECOMUNICACOES,
0159,4,CLARO S.A.,40432544000147,"Estendida, até 23:59",TELECOMUNICACOES,
0160,4,CLARO S.A.,40432544000147,"Estendida, até 23:59",TELECOMUNICACOES,
0161,4,CLARO S.A.,40432544000147,"Estendida, até 23:59",TELECOMUNICACOES,
0162,4,CLARO S.A.,40432544000147,"Estendida, até 23:59",TELECOMUNICACOES,
0163,4,CLARO S.A.,40432544000147,"Estendida, até 23:59",TELECOMUNICACOES,
0165,4,CLARO S.A.,40432544000147,"Estendida, até 23:59",TELECOMUNICACOES,
0166,4,OI S.A. MOVEL,76535764000143,"Estendida, até 23:59",TELECOMUNICACOES,
0194,4,BRASIL TEL COM,5423963000111,"Estendida, até 23:59",TELECOMUNICACOES,
0220,4,OI S/A BR,76535764000143,"Estendida, até 23:59",TELECOMUNICACOES,
0221,4,CLARO S.A.,40432544000147,"Estendida, até 23:59",TELECOMUNICACOES,
0284,4,ALGAR MULTIMIDIA,4622116000113,"Estendida, até 23:59",TELECOMUNICACOES,
0290,4,VIVO-PB,2558157000162,"Estendida, até 23:59",TELECOMUNICACOES,
0291,4,VIVO-AL,2558157000162,"Estendida, até 23:59",TELECOMUNICACOES,
0292,4,VIVO-PE,2558157000162,"Estendida, até 23:59",TELECOMUNICACOES,
0293,4,VIVO-CE,2558157000162,"Estendida, até 23:59",TELECOMUNICACOES,
0294,4,VIVO-PI,2558157000162,"Estendida, até 23:59",TELECOMUNICACOES,
0295,4,VIVO-RN,2558157000162,"Estendida, até 23:59",TELECOMUNICACOES,
0296,4,CLARO S.A.,40432544000147,"Estendida, até 23:59",TELECOMUNICACOES,
0297,4,CLARO S.A.,40432544000147,"Estendida, até 23:59",TELECOMUNICACOES,
0305,4,CLARO TV,9132659000176,"Estendida, até 23:59",TELECOMUNICACOES,
0313,4,OI MOVEL SUL CENTRO,76535764000143,"Estendida, até 23:59",TELECOMUNICACOES,
0369,4,OI TV,76535764000143,"Estendida, até 23:59",TELECOMUNICACOES,
0379,4,SKY BRASIL,497373000110,"Estendida, até 23:59",TELECOMUNICACOES,
0402,4,PORTO CONECTA,11281004000101,"Estendida, até 23:59",TELECOMUNICACOES,
0423,4,QNET,7648681000148,"Estendida, até 23:59",TELECOMUNICACOES,
0429,4,WAVEMA0,4822428000170,"Estendida, até 23:59",TELECOMUNICACOES,
0437,4,ULTRAWAVE TELECOM,7153326000106,"Estendida, até 23:59",TELECOMUNICACOES,
0446,4,PERSIS INTERNET,22975896000167,"Estendida, até 23:59",TELECOMUNICACOES,
0464,4,ALGAR SOLUCOES,5872814000130,"Estendida, até 23:59",TELECOMUNICACOES,
0465,4,SKY BANDA LARGA,497373000110,"Estendida, até 23:59",TELECOMUNICACOES,
0470,4,VOCE TELECOMUNICACOE,7656757000187,"Estendida, até 23:59",TELECOMUNICACOES,
0478,4,SMART TELECOM,3423730000193,"Estendida, até 23:59",TELECOMUNICACOES,
0487,4,PERSIS INTERNET,5780015000133,"Estendida, até 23:59",TELECOMUNICACOES,
0493,4,TELEFONICA CLOUD,35473014000107,"Estendida, até 23:59",TELECOMUNICACOES,
0496,4,OI SOLUCOES S.A.,9719875000112,"Estendida, até 23:59",TELECOMUNICACOES,
0497,4,TELEFONICA IOT,35308475000124,"Estendida, até 23:59",TELECOMUNICACOES,
0505,4,TELEFONICA BRASIL,2558157000162,"Estendida, até 23:59",TELECOMUNICACOES,
0508,4,NETBILLS TECNOLOGIA DA INFORMACAO L,88368386000130,"Estendida, até 23:59",TELECOMUNICACOES,
0509,4,DESAN TELECOM,8722275000140,"Estendida, até 23:59",TELECOMUNICACOES,
0510,4,BREM TECHNOLOGY,21140662000137,"Estendida, até 23:59",TELECOMUNICACOES,
0516,4,SPIN TELECOMUNIC,8922377000100,"Estendida, até 23:59",TELECOMUNICACOES,
1029,4,TELEFONICA SP,2558157000162,"Estendida, até 23:59",TELECOMUNICACOES,
1031,4,TELEFONICA IOT BIG D,35308475000124,"Estendida, até 23:59",TELECOMUNICACOES,
1032,4,SAM TELECOMUNICACOES,20764476000106,"Estendida, até 23:59",TELECOMUNICACOES,
1040,4,CRISTINA DA SILV AP LOPES TELECOMUN,30518325000121,"Estendida, até 23:59",TELECOMUNICACOES,
1041,4,WAGNER R F INFORMATI,10277426000140,"Estendida, até 23:59",TELECOMUNICACOES,
1042,4,JULIO DE SOUZA FRANCO NETO LTDA,11460137000145,"Estendida, até 23:59",TELECOMUNICACOES,
1043,4,BARRANET TELECOMUICACOES LTDA,67168856000141,"Estendida, até 23:59",TELECOMUNICACOES,
0008,4,CLIENT CO SERV REDE NORD OI FIBRA ARBOR,53.420.564/0001-40,"Estendida, até 23:59",TELECOMUNICACOES,
0002,5,SEFAZ-AL/DAR,12200192000169,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0003,5,SEFAZ-AP,394577000125,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0004,5,SEFAZ-AM,4312369000190,"Restrita, até 20:45",TRIBUTOS ESTADUAIS,
0005,5,SEFAZ-BA/DAE,13937073000156,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0006,5,SEFAZ-CE/DAE,7954597000152,"Restrita, até 20:45",TRIBUTOS ESTADUAIS,
0007,5,SEFAZ-ES/DUA,27080571000130,"Restrita, até 20:45",TRIBUTOS ESTADUAIS,
0008,5,SEFAZ-GO/DARE,1409655000180,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0009,5,SEFAZ-DF-DAR,394684000153,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0010,5,SEFAZ-MA/DARE,3526252000147,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0012,5,SEFAZ-MS,15412257000128,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0015,5,SEFAZ PB ITCD,8761132000148,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0016,5,DETRAN-PR-GRM,78206513000140,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0018,5,SEFAZ-PI/ITCMD,6553556000191,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0023,5,IPVA RR,84012012000126,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0024,5,SEFAZ-SC/DARE,82951310000156,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0025,5,GARE IPVA,46379400000150,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0027,5,SEFAZ-TO/DARE,25043514000155,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0052,5,GARE PPD,46379400000150,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0053,5,SEFAZ SAO PAULO-MILT-CB,46379400000150,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0060,5,SEFAZ-MG/DAE,18715615000160,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0061,5,IPVA-MG ATU,18715615000160,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0063,5,IPVA-MG ANT,18715615000160,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0079,5,DAE RECEBIVEIS,13937073000156,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0089,5,SEFAZ PB FEEF,8761132000148,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0090,5,SEFAZ-PR/GNRE,76416890000189,"Restrita, até 20:45",TRIBUTOS ESTADUAIS,
0094,5,SEFAZ-RN/GNRE,24519654000194,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0096,5,SEFAZ-RO/GNRE,394585000171,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0098,5,SEFAZ-SC/GNRE,82951310000156,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0103,5,SEFAZ-PE/DAE,10572014000133,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0104,5,DETRAN-PE,9753781000160,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0115,5,SEFAZ-MG/DAE,18715615000160,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0117,5,SEFAZ-MT/DAR,3507415000144,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0119,5,SEFAZ RR TA0AS,84012012000126,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0123,5,SEFAZ-MT/DAR,3507415000144,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0124,5,SEFAZ-PE/DAE,10572014000133,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0130,5,SEFAZ BA DAE IPVA,13937073000156,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0134,5,SEFAZ-PE/DAE,10572014000133,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0138,5,SEFAZ-PA/ICMS,5054903000179,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0139,5,SEFAZ-PA/IPVA,5054903000179,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0140,5,SEFAZ-PA/D.REC.,5054903000179,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0141,5,SEFAZ-BA/ITCD,13937073000156,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0142,5,SEFAZ-BA/OUTRAS REC,13937073000156,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0153,5,DARF,394460005887,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0160,5,SEFAZ-BA/ICMS ADIC,13937073000156,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0161,5,TA0A RENOVACAO LICENCIAMENTO-MG - CB,18715615000160,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0165,5,CBMMG,18715615000160,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0173,5,SEFAZ-TO-DARE,25043514000155,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0174,5,SEFAZ-TO/DARE,25043514000155,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0175,5,SEFAZ-TO/DARE,25043514000155,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0179,5,FGTS-GRF,37115367000160,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0180,5,FGTS-GRF,37115367000160,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0181,5,FGTS-GRF,37115367000160,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0185,5,SEFAZ-SP/DARE,46379400000150,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0186,5,SEFAZ PB ICMS,8761132000148,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0191,5,SEFAZ-PE/DAE,10572014000133,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0192,5,SEFAZ-PE/DAE,10572014000133,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0193,5,SEFAZ-PE/DAE,10572014000133,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0201,5,SEFAZ PB OUTROS TRIB,8761132000148,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0213,5,SEFAZ-MG/DAE,18715615000160,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0219,5,SEFAZ-ES/DUA-DETRAN,27080571000130,"Restrita, até 20:45",TRIBUTOS ESTADUAIS,
0220,5,DETRAN AM,4224028000163,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0221,5,SEFAZ-MG/DAE,18715615000160,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0223,5,JUCEPE,10054583000197,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0224,5,SEFAZ-BA-FIES,13937073000156,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0225,5,SEFAZ-ES/DUA-HABILIT,27080571000130,"Restrita, até 20:45",TRIBUTOS ESTADUAIS,
0239,5,FGTS-GRRF,37115367000160,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0240,5,FGTS-GRDE,37115367000160,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
